date,strategy,regime,position,pnl,cumulative_pnl
2015-03-02,evrp_boc_sizing,short_vol 13.04%,SVXY 13.04%,514.2366272685467,4911.763940263074
2015-03-03,evrp_boc_sizing,short_vol 12.79%,SVXY 12.79%,-304.6505103320669,4607.113429931007
2015-03-04,evrp_boc_sizing,short_vol 12.81%,SVXY 12.81%,32.93446873575158,4640.047898666759
2015-03-05,evrp_boc_sizing,short_vol 12.95%,SVXY 12.95%,162.61816003914282,4802.666058705901
2015-03-06,evrp_boc_sizing,short_vol 15.20%,SVXY 15.20%,-607.2444813093025,4195.421577396599
2015-03-09,evrp_boc_sizing,short_vol 15.38%,SVXY 15.38%,226.32514707757218,4421.746724474171
2015-03-10,evrp_boc_sizing,short_vol 14.96%,SVXY 14.96%,-523.0621357840137,3898.6845886901574
2015-03-11,evrp_boc_sizing,short_vol 16.87%,SVXY 16.87%,-387.2670475374616,3511.417541152696
2015-03-12,evrp_boc_sizing,short_vol 15.42%,SVXY 15.42%,1037.4268736162776,4548.844414768973
2015-03-13,evrp_boc_sizing,short_vol 15.12%,SVXY 15.12%,-368.6916626154707,4180.152752153503
2015-03-16,evrp_boc_sizing,short_vol 15.42%,SVXY 15.42%,373.7423521017772,4553.89510425528
2015-03-17,evrp_boc_sizing,short_vol 15.49%,SVXY 15.49%,78.28327873640228,4632.178382991682
2015-03-18,evrp_boc_sizing,short_vol 6.99%,SVXY 6.99%,712.130841119957,5344.309224111639
2015-03-19,evrp_boc_sizing,short_vol 6.97%,SVXY 6.97%,-14.279128803143976,5330.030095308495
2015-03-20,evrp_boc_sizing,short_vol 7.08%,SVXY 7.08%,123.023087471709,5453.053182780204
2015-03-23,evrp_boc_sizing,short_vol 7.20%,SVXY 7.20%,134.00625914221746,5587.059441922422
2015-03-24,evrp_boc_sizing,short_vol 13.62%,SVXY 13.62%,30.756400387588656,5617.81584231001
2015-03-25,evrp_boc_sizing,short_vol 15.44%,SVXY 15.44%,-645.965660617454,4971.850181692556
2015-03-26,evrp_boc_sizing,short_vol 15.55%,SVXY 15.55%,131.88890146084304,5103.739083153399
2015-03-27,evrp_boc_sizing,short_vol 15.71%,SVXY 15.71%,202.71822984110622,5306.457312994506
2015-03-30,evrp_boc_sizing,short_vol 16.10%,SVXY 16.10%,490.9176259266533,5797.374938921159
2015-03-31,evrp_boc_sizing,short_vol 15.77%,SVXY 15.77%,-415.2043515916448,5382.170587329514
2015-04-01,evrp_boc_sizing,short_vol 15.77%,SVXY 15.77%,-4.8858093450107845,5377.284777984503
2015-04-02,evrp_boc_sizing,short_vol 16.04%,SVXY 16.04%,346.81979127417435,5724.104569258678
2015-04-06,evrp_boc_sizing,short_vol 16.34%,SVXY 16.34%,378.56823506526416,6102.672804323942
2015-04-07,evrp_boc_sizing,short_vol 16.37%,SVXY 16.37%,31.752170571679017,6134.424974895621
2015-04-08,evrp_boc_sizing,short_vol 13.98%,SVXY 13.98%,322.39447132970963,6456.8194462253305
2015-04-09,evrp_boc_sizing,short_vol 14.38%,SVXY 14.38%,497.18409281689674,6954.003539042227
2015-04-10,evrp_boc_sizing,short_vol 12.58%,SVXY 12.58%,714.9586065832555,7668.962145625483
2015-04-13,evrp_boc_sizing,short_vol 12.24%,SVXY 12.24%,-420.13859903466073,7248.823546590822
2015-04-14,evrp_boc_sizing,short_vol 12.36%,SVXY 12.36%,145.23290054038807,7394.05644713121
2015-04-15,evrp_boc_sizing,short_vol 12.60%,SVXY 12.60%,293.92448105549556,7687.980928186706
2015-04-16,evrp_boc_sizing,short_vol 12.81%,SVXY 12.81%,269.72031673201127,7957.701244918717
2015-04-17,evrp_boc_sizing,short_vol 12.42%,SVXY 12.42%,-487.5696675425861,7470.131577376131
2015-04-20,evrp_boc_sizing,short_vol 12.80%,SVXY 12.80%,465.0922050066438,7935.2237823827745
2015-04-21,evrp_boc_sizing,short_vol 12.79%,SVXY 12.79%,-12.102741711700219,7923.121040671074
2015-04-22,evrp_boc_sizing,short_vol 12.92%,SVXY 12.92%,160.7943222268077,8083.915362897882
2015-04-23,evrp_boc_sizing,short_vol 13.02%,SVXY 13.02%,133.131477928604,8217.046840826486
2015-04-24,evrp_boc_sizing,short_vol 13.13%,SVXY 13.13%,138.31685969085083,8355.363700517337
2015-04-27,evrp_boc_sizing,short_vol 12.80%,SVXY 12.80%,-413.22387728503963,7942.139823232297
2015-04-28,evrp_boc_sizing,short_vol 13.18%,SVXY 13.18%,475.46692583090044,8417.606749063198
2015-04-29,evrp_boc_sizing,short_vol 12.87%,SVXY 12.87%,-392.475754736457,8025.130994326741
2015-04-30,evrp_boc_sizing,short_vol 12.56%,SVXY 12.56%,-383.8316929994762,7641.299301327264
2015-05-01,evrp_boc_sizing,short_vol 13.09%,SVXY 13.09%,653.5506906315859,8294.84999195885
2015-05-04,evrp_boc_sizing,short_vol 13.07%,SVXY 13.07%,-15.560102586518042,8279.289889372332
2015-05-05,evrp_boc_sizing,short_vol 12.68%,SVXY 12.68%,-487.5696675425861,7791.720221829746
2015-05-06,evrp_boc_sizing,short_vol 15.15%,SVXY 15.15%,-228.2240716348315,7563.496150194915
2015-05-07,evrp_boc_sizing,short_vol 15.25%,SVXY 15.25%,127.88325531610462,7691.379405511019
2015-05-08,evrp_boc_sizing,short_vol 12.86%,SVXY 12.86%,861.6496809165837,8553.029086427603
2015-05-11,evrp_boc_sizing,short_vol 12.55%,SVXY 12.55%,-380.9559647082642,8172.073121719339
2015-05-12,evrp_boc_sizing,short_vol 12.60%,SVXY 12.60%,59.260850141596165,8231.333971860935
2015-05-13,evrp_boc_sizing,short_vol 12.79%,SVXY 12.79%,240.42523214867106,8471.759204009606
2015-05-14,evrp_boc_sizing,short_vol 13.02%,SVXY 13.02%,282.75367267182446,8754.51287668143
2015-05-15,evrp_boc_sizing,short_vol 13.11%,SVXY 13.11%,111.74770302661636,8866.260579708047
2015-05-18,evrp_boc_sizing,short_vol 13.49%,SVXY 13.49%,482.5439636115043,9348.804543319551
2015-05-19,evrp_boc_sizing,short_vol 13.65%,SVXY 13.65%,193.01758544461336,9541.822128764165
2015-05-20,evrp_boc_sizing,short_vol 13.61%,SVXY 13.61%,-40.634941209005774,9501.187187555159
2015-05-21,evrp_boc_sizing,short_vol 13.94%,SVXY 13.94%,414.81820042218897,9916.005387977348
2015-05-22,evrp_boc_sizing,short_vol 13.92%,SVXY 13.92%,-30.476528847124428,9885.528859130223
2015-05-26,evrp_boc_sizing,short_vol 13.45%,SVXY 13.45%,-594.2916666381207,9291.237192492103
2015-05-27,evrp_boc_sizing,short_vol 13.88%,SVXY 13.88%,548.5775192481815,9839.814711740284
2015-05-28,evrp_boc_sizing,short_vol 13.77%,SVXY 13.77%,-145.609938740512,9694.204772999772
2015-05-29,evrp_boc_sizing,short_vol 13.67%,SVXY 13.67%,-116.82690920754976,9577.377863792222
2015-06-01,evrp_boc_sizing,short_vol 13.79%,SVXY 13.79%,152.3826442356076,9729.76050802783
2015-06-02,evrp_boc_sizing,short_vol 13.61%,SVXY 13.61%,-230.26681978680426,9499.493688241026
2015-06-03,evrp_boc_sizing,short_vol 13.81%,SVXY 13.81%,247.19793764375208,9746.691625884778
2015-06-04,evrp_boc_sizing,short_vol 13.40%,SVXY 13.40%,-519.7931979537098,9226.898427931068
2015-06-05,evrp_boc_sizing,short_vol 13.58%,SVXY 13.58%,235.3460259677522,9462.24445389882
2015-06-08,evrp_boc_sizing,short_vol 13.34%,SVXY 13.34%,-309.84449465214857,9152.399959246672
2015-06-09,evrp_boc_sizing,short_vol 13.48%,SVXY 13.48%,176.08646758763643,9328.486426834308
2015-06-10,evrp_boc_sizing,short_vol 13.98%,SVXY 13.98%,633.2331085329788,9961.719535367287
2015-06-11,evrp_boc_sizing,short_vol 14.23%,SVXY 14.23%,321.696406328163,10283.41594169545
2015-06-12,evrp_boc_sizing,short_vol 14.08%,SVXY 14.08%,-189.6305868163181,10093.785354879132
2015-06-15,evrp_boc_sizing,short_vol 13.54%,SVXY 13.54%,-682.3355463126791,9411.449808566453
2015-06-16,evrp_boc_sizing,short_vol 13.76%,SVXY 13.76%,269.20955344315735,9680.65936200961
2015-06-17,evrp_boc_sizing,short_vol 13.79%,SVXY 13.79%,37.2492343421909,9717.908596351801
2015-06-18,evrp_boc_sizing,short_vol 14.13%,SVXY 14.13%,438.52202377423237,10156.430620126033
2015-06-19,evrp_boc_sizing,short_vol 13.99%,SVXY 13.99%,-174.39296827350336,9982.03765185253
2015-06-22,evrp_boc_sizing,short_vol 14.52%,SVXY 14.52%,677.2550483702507,10659.29270022278
2015-06-23,evrp_boc_sizing,short_vol 12.11%,SVXY 12.11%,424.9779045455507,11084.270604768331
2015-06-24,evrp_boc_sizing,short_vol 11.90%,SVXY 11.90%,-269.3229518181324,10814.947652950199
2015-06-25,evrp_boc_sizing,short_vol 14.01%,SVXY 14.01%,-117.39669779066753,10697.550955159531
2015-06-26,evrp_boc_sizing,short_vol 14.08%,SVXY 14.08%,86.88801888359012,10784.438974043122
2015-06-29,evrp_boc_sizing,cash,SVXY 0.00%,-2572.2183121212875,8212.220661921834
2015-06-30,evrp_boc_sizing,short_vol 18.23%,SVXY 18.23%,0.0,8212.220661921834
2015-07-01,evrp_boc_sizing,short_vol 16.09%,SVXY 16.09%,1417.2763157377922,9629.496977659626
2015-07-02,evrp_boc_sizing,short_vol 15.24%,SVXY 15.24%,-1096.9967968667625,8532.500180792864
2015-07-06,evrp_boc_sizing,short_vol 17.01%,SVXY 17.01%,-418.39986900963413,8114.10031178323
2015-07-07,evrp_boc_sizing,short_vol 17.74%,SVXY 17.74%,961.5337242479873,9075.634036031217
2015-07-08,evrp_boc_sizing,cash,SVXY 0.00%,-1939.6864649264462,7135.947571104771
2015-07-09,evrp_boc_sizing,cash,SVXY 0.00%,0.0,7135.947571104771
2015-07-10,evrp_boc_sizing,short_vol 16.83%,SVXY 16.83%,0.0,7135.947571104771
2015-07-13,evrp_boc_sizing,short_vol 6.95%,SVXY 6.95%,1755.064247839764,8891.011818944535
2015-07-14,evrp_boc_sizing,short_vol 13.37%,SVXY 13.37%,55.64626539142046,8946.658084335955
2015-07-15,evrp_boc_sizing,short_vol 13.39%,SVXY 13.39%,27.003131718418445,8973.661216054374
2015-07-16,evrp_boc_sizing,short_vol 6.05%,SVXY 6.05%,1014.2822806251497,9987.943496679523
2015-07-17,evrp_boc_sizing,short_vol 6.09%,SVXY 6.09%,46.088326622295426,10034.031823301819
2015-07-20,evrp_boc_sizing,short_vol 6.12%,SVXY 6.12%,24.484183148524608,10058.516006450343
2015-07-21,evrp_boc_sizing,short_vol 6.16%,SVXY 6.16%,51.129220177361276,10109.645226627705
2015-07-22,evrp_boc_sizing,short_vol 12.12%,SVXY 12.12%,30.24536133033689,10139.890587958042
2015-07-23,evrp_boc_sizing,short_vol 12.00%,SVXY 12.00%,-152.41351240777294,9987.477075550269
2015-07-24,evrp_boc_sizing,short_vol 13.74%,SVXY 13.74%,-464.2993403015862,9523.177735248682
2015-07-27,evrp_boc_sizing,short_vol 15.60%,SVXY 15.60%,-780.6130624231009,8742.564672825582
2015-07-28,evrp_boc_sizing,short_vol 13.44%,SVXY 13.44%,1253.3489088083443,9995.913581633926
2015-07-29,evrp_boc_sizing,short_vol 13.61%,SVXY 13.61%,218.87112268556666,10214.784704319492
2015-07-30,evrp_boc_sizing,short_vol 13.70%,SVXY 13.70%,115.87309175510018,10330.657796074593
2015-07-31,evrp_boc_sizing,short_vol 13.71%,SVXY 13.71%,12.873832991273957,10343.531629065867
2015-08-03,evrp_boc_sizing,short_vol 13.90%,SVXY 13.90%,243.01155477344582,10586.543183839312
2015-08-04,evrp_boc_sizing,short_vol 13.83%,SVXY 13.83%,-90.12297010580369,10496.420213733509
2015-08-05,evrp_boc_sizing,short_vol 13.94%,SVXY 13.94%,140.01229600960505,10636.432509743114
2015-08-06,evrp_boc_sizing,short_vol 13.50%,SVXY 13.50%,-564.8794805560901,10071.553029187024
2015-08-07,evrp_boc_sizing,short_vol 13.62%,SVXY 13.62%,152.88735683426785,10224.440386021291
2015-08-10,evrp_boc_sizing,short_vol 14.06%,SVXY 14.06%,560.0528675385576,10784.49325355985
2015-08-11,evrp_boc_sizing,short_vol 13.50%,SVXY 13.50%,-716.1596034956747,10068.333650064174
2015-08-12,evrp_boc_sizing,short_vol 13.51%,SVXY 13.51%,20.922280798404245,10089.255930862579
2015-08-13,evrp_boc_sizing,short_vol 13.64%,SVXY 13.64%,160.9345768080093,10250.190507670588
2015-08-14,evrp_boc_sizing,short_vol 13.67%,SVXY 13.67%,35.40580335111008,10285.596311021698
2015-08-17,evrp_boc_sizing,short_vol 13.81%,SVXY 13.81%,181.8556297730247,10467.451940794723
2015-08-18,evrp_boc_sizing,short_vol 13.67%,SVXY 13.67%,-180.24716804498166,10287.204772749741
2015-08-19,evrp_boc_sizing,short_vol 13.44%,SVXY 13.44%,-294.5105702386645,9992.694202511077
2015-08-20,evrp_boc_sizing,cash,SVXY 0.00%,-1245.6332807006547,8747.060921810422
2015-08-21,evrp_boc_sizing,cash,SVXY 0.00%,0.0,8747.060921810422
2015-08-24,evrp_boc_sizing,cash,SVXY 0.00%,0.0,8747.060921810422
2015-08-25,evrp_boc_sizing,cash,SVXY 0.00%,0.0,8747.060921810422
2015-08-26,evrp_boc_sizing,long_vol 30.32%,"SVXY 0.00%, UVXY 30.32%",0.0,8747.060921810422
2015-08-27,evrp_boc_sizing,long_vol 26.10%,"SVXY 0.00%, UVXY 26.10%",1571.2515066535998,10318.312428464022
2015-08-28,evrp_boc_sizing,long_vol 28.04%,"SVXY 0.00%, UVXY 28.04%",2966.9566303682222,13285.269058832244
2015-08-31,evrp_boc_sizing,long_vol 29.45%,"SVXY 0.00%, UVXY 29.45%",2266.775014712577,15552.044073544821
2015-09-01,evrp_boc_sizing,long_vol 31.40%,"SVXY 0.00%, UVXY 31.40%",10069.51834313426,25621.56241667908
2015-09-02,evrp_boc_sizing,short_vol 13.05%,"SVXY 13.05%, UVXY 0.00%",-8173.810669066355,17447.751747612725
2015-09-03,evrp_boc_sizing,short_vol 13.05%,"SVXY 13.05%, UVXY 0.00%",9.597266288255923,17457.34901390098
2015-09-04,evrp_boc_sizing,short_vol 12.21%,"SVXY 12.21%, UVXY 0.00%",-1126.123992679888,16331.225021221093
2015-09-08,evrp_boc_sizing,short_vol 13.13%,"SVXY 13.13%, UVXY 0.00%",1225.3002191443084,17556.5252403654
2015-09-09,evrp_boc_sizing,short_vol 12.85%,"SVXY 12.85%, UVXY 0.00%",-367.9094457773317,17188.61579458807
2015-09-10,evrp_boc_sizing,short_vol 13.14%,"SVXY 13.14%, UVXY 0.00%",383.9052963928407,17572.52109098091
2015-09-11,evrp_boc_sizing,short_vol 13.40%,"SVXY 13.40%, UVXY 0.00%",351.9148155669827,17924.435906547893
2015-09-14,evrp_boc_sizing,long_vol 24.25%,"SVXY 0.00%, UVXY 24.25%",-35.191603597209905,17889.244302950683
2015-09-15,evrp_boc_sizing,short_vol 11.27%,"SVXY 11.27%, UVXY 0.00%",-5576.568438774702,12312.67586417598
2015-09-16,evrp_boc_sizing,short_vol 21.35%,"SVXY 21.35%, UVXY 0.00%",760.3442384451337,13073.020102621114
2015-09-17,evrp_boc_sizing,short_vol 21.34%,"SVXY 21.34%, UVXY 0.00%",-12.588271388143767,13060.43183123297
2015-09-18,evrp_boc_sizing,short_vol 22.28%,"SVXY 22.28%, UVXY 0.00%",-2878.6354455066758,10181.796385726295
2015-09-21,evrp_boc_sizing,short_vol 20.14%,"SVXY 20.14%, UVXY 0.00%",1769.3933996097185,11951.189785336013
2015-09-22,evrp_boc_sizing,short_vol 22.44%,"SVXY 22.44%, UVXY 0.00%",-1511.7139766822802,10439.475808653733
2015-09-23,evrp_boc_sizing,short_vol 22.78%,"SVXY 22.78%, UVXY 0.00%",484.3976128557115,10923.873421509445
2015-09-24,evrp_boc_sizing,cash,"SVXY 0.00%, UVXY 0.00%",-616.506561770686,10307.366859738759
2015-09-25,evrp_boc_sizing,short_vol 23.62%,"SVXY 23.62%, UVXY 0.00%",-1.4551915228366852e-11,10307.366859738744
2015-09-28,evrp_boc_sizing,cash,"SVXY 0.00%, UVXY 0.00%",-1873.5528490843135,8433.81401065443
2015-09-29,evrp_boc_sizing,cash,"SVXY 0.00%, UVXY 0.00%",0.0,8433.81401065443
2015-09-30,evrp_boc_sizing,short_vol 24.50%,"SVXY 24.50%, UVXY 0.00%",0.0,8433.81401065443
2015-10-01,evrp_boc_sizing,short_vol 22.55%,"SVXY 22.55%, UVXY 0.00%",329.0115883657854,8762.825599020216
2015-10-02,evrp_boc_sizing,short_vol 20.94%,"SVXY 20.94%, UVXY 0.00%",1281.4756997211225,10044.301298741339
2015-10-05,evrp_boc_sizing,short_vol 9.77%,"SVXY 9.77%, UVXY 0.00%",1316.7593945271801,11361.060693268519
2015-10-06,evrp_boc_sizing,short_vol 9.66%,"SVXY 9.66%, UVXY 0.00%",-131.81735118482902,11229.24334208369
2015-10-07,evrp_boc_sizing,short_vol 9.86%,"SVXY 9.86%, UVXY 0.00%",243.35469332408684,11472.598035407776
2015-10-08,evrp_boc_sizing,short_vol 10.30%,"SVXY 10.30%, UVXY 0.00%",543.4918647692393,12016.089900177016
2015-10-09,evrp_boc_sizing,short_vol 10.30%,"SVXY 10.30%, UVXY 0.00%",0.0,12016.089900177016
2015-10-12,evrp_boc_sizing,short_vol 16.17%,"SVXY 16.17%, UVXY 0.00%",715.867686838712,12731.957587015728
2015-10-13,evrp_boc_sizing,short_vol 17.67%,"SVXY 17.67%, UVXY 0.00%",-1025.9527215037378,11706.00486551199
2015-10-14,evrp_boc_sizing,short_vol 17.33%,"SVXY 17.33%, UVXY 0.00%",-460.4824003099493,11245.52246520204
2015-10-15,evrp_boc_sizing,short_vol 16.05%,"SVXY 16.05%, UVXY 0.00%",1391.8362563487171,12637.358721550758
2015-10-16,evrp_boc_sizing,short_vol 16.15%,"SVXY 16.15%, UVXY 0.00%",139.29646803450305,12776.65518958526
2015-10-19,evrp_boc_sizing,short_vol 14.98%,"SVXY 14.98%, UVXY 0.00%",1314.2345559617825,14090.889745547043
2015-10-20,evrp_boc_sizing,short_vol 14.48%,"SVXY 14.48%, UVXY 0.00%",-670.383573396568,13420.506172150475
2015-10-21,evrp_boc_sizing,short_vol 16.70%,"SVXY 16.70%, UVXY 0.00%",-1115.5407704741083,12304.965401676367
2015-10-22,evrp_boc_sizing,short_vol 14.45%,"SVXY 14.45%, UVXY 0.00%",1555.334744791442,13860.30014646781
2015-10-23,evrp_boc_sizing,short_vol 14.29%,"SVXY 14.29%, UVXY 0.00%",-218.31818461834337,13641.981961849466
2015-10-26,evrp_boc_sizing,short_vol 13.89%,"SVXY 13.89%, UVXY 0.00%",-518.1784555188788,13123.803506330587
2015-10-27,evrp_boc_sizing,short_vol 14.13%,"SVXY 14.13%, UVXY 0.00%",307.7499839962693,13431.553490326856
2015-10-28,evrp_boc_sizing,short_vol 14.48%,"SVXY 14.48%, UVXY 0.00%",473.46305752857006,13905.016547855426
2015-10-29,evrp_boc_sizing,short_vol 14.31%,"SVXY 14.31%, UVXY 0.00%",-226.2099045086943,13678.806643346732
2015-10-30,evrp_boc_sizing,short_vol 14.11%,"SVXY 14.11%, UVXY 0.00%",-265.66549376852345,13413.141149578209
2015-11-02,evrp_boc_sizing,short_vol 14.73%,"SVXY 14.73%, UVXY 0.00%",823.2985351499083,14236.439684728117
2015-11-03,evrp_boc_sizing,short_vol 14.49%,"SVXY 14.49%, UVXY 0.00%",-326.1623247448879,13910.277359983229
2015-11-04,evrp_boc_sizing,short_vol 14.08%,"SVXY 14.08%, UVXY 0.00%",-539.2217040300748,13371.055655953154
2015-11-05,evrp_boc_sizing,short_vol 14.32%,"SVXY 14.32%, UVXY 0.00%",318.27261164916854,13689.328267602323
2015-11-06,evrp_boc_sizing,short_vol 14.58%,"SVXY 14.58%, UVXY 0.00%",339.31385336573294,14028.642120968056
2015-11-09,evrp_boc_sizing,short_vol 16.52%,"SVXY 16.52%, UVXY 0.00%",-907.468519002723,13121.173601965333
2015-11-10,evrp_boc_sizing,short_vol 16.90%,"SVXY 16.90%, UVXY 0.00%",519.2742352815403,13640.447837246873
2015-11-11,evrp_boc_sizing,short_vol 16.58%,"SVXY 16.58%, UVXY 0.00%",-444.19910357450135,13196.248733672372
2015-11-12,evrp_boc_sizing,short_vol 18.37%,"SVXY 18.37%, UVXY 0.00%",-1639.1542974101903,11557.094436262181
2015-11-13,evrp_boc_sizing,short_vol 20.08%,"SVXY 20.08%, UVXY 0.00%",-1415.121280594365,10141.973155667816
2015-11-16,evrp_boc_sizing,short_vol 18.16%,"SVXY 18.16%, UVXY 0.00%",2256.7869150895713,12398.760070757387
2015-11-17,evrp_boc_sizing,short_vol 17.32%,"SVXY 17.32%, UVXY 0.00%",-1148.5167268142395,11250.243343943148
2015-11-18,evrp_boc_sizing,short_vol 18.31%,"SVXY 18.31%, UVXY 0.00%",1352.0518455865968,12602.295189529745
2015-11-19,evrp_boc_sizing,short_vol 17.81%,"SVXY 17.81%, UVXY 0.00%",-686.9291194610705,11915.366070068674
2015-11-20,evrp_boc_sizing,short_vol 15.47%,"SVXY 15.47%, UVXY 0.00%",661.4874029232305,12576.853472991905
2015-11-23,evrp_boc_sizing,short_vol 15.82%,"SVXY 15.82%, UVXY 0.00%",464.2115755472478,13041.065048539152
2015-11-24,evrp_boc_sizing,short_vol 15.75%,"SVXY 15.75%, UVXY 0.00%",-92.22733331083145,12948.837715228321
2015-11-25,evrp_boc_sizing,short_vol 15.93%,"SVXY 15.93%, UVXY 0.00%",239.79130115501175,13188.629016383333
2015-11-27,evrp_boc_sizing,short_vol 15.80%,"SVXY 15.80%, UVXY 0.00%",-172.15737611778604,13016.471640265547
2015-11-30,evrp_boc_sizing,short_vol 15.88%,"SVXY 15.88%, UVXY 0.00%",104.52345108056033,13120.995091346107
2015-12-01,evrp_boc_sizing,short_vol 16.44%,"SVXY 16.44%, UVXY 0.00%",762.4155929628323,13883.41068430894
2015-12-02,evrp_boc_sizing,short_vol 15.89%,"SVXY 15.89%, UVXY 0.00%",-737.8210119550495,13145.58967235389
2015-12-03,evrp_boc_sizing,short_vol 18.11%,"SVXY 18.11%, UVXY 0.00%",-1321.928238079825,11823.661434274065
2015-12-04,evrp_boc_sizing,short_vol 14.81%,"SVXY 14.81%, UVXY 0.00%",1946.6618934849685,13770.323327759033
2015-12-07,evrp_boc_sizing,short_vol 14.45%,"SVXY 14.45%, UVXY 0.00%",-473.63142189977225,13296.691905859261
2015-12-08,evrp_boc_sizing,short_vol 17.60%,"SVXY 17.60%, UVXY 0.00%",-482.14051581280364,12814.551390046458
2015-12-09,evrp_boc_sizing,short_vol 19.61%,"SVXY 19.61%, UVXY 0.00%",-839.7084307879559,11974.842959258502
2015-12-10,evrp_boc_sizing,short_vol 19.41%,"SVXY 19.41%, UVXY 0.00%",-278.21027147525456,11696.632687783247
2015-12-11,evrp_boc_sizing,cash,"SVXY 0.00%, UVXY 0.00%",-3211.7096167904965,8484.92307099275
2015-12-14,evrp_boc_sizing,short_vol 22.73%,"SVXY 22.73%, UVXY 0.00%",0.0,8484.92307099275
2015-12-15,evrp_boc_sizing,short_vol 20.95%,"SVXY 20.95%, UVXY 0.00%",1047.555435894872,9532.478506887623
2015-12-16,evrp_boc_sizing,short_vol 8.93%,"SVXY 8.93%, UVXY 0.00%",1521.8580459899094,11054.336552877532
2015-12-17,evrp_boc_sizing,short_vol 8.60%,"SVXY 8.60%, UVXY 0.00%",-405.00927775945456,10649.327275118078
2015-12-18,evrp_boc_sizing,short_vol 20.70%,"SVXY 20.70%, UVXY 0.00%",-746.8519514084182,9902.47532370966
2015-12-21,evrp_boc_sizing,short_vol 9.35%,"SVXY 9.35%, UVXY 0.00%",988.492994152708,10890.968317862367
2015-12-22,evrp_boc_sizing,short_vol 9.76%,"SVXY 9.76%, UVXY 0.00%",509.67542606753705,11400.643743929904
2015-12-23,evrp_boc_sizing,short_vol 7.78%,"SVXY 7.78%, UVXY 0.00%",244.30699663233827,11644.950740562243
2015-12-24,evrp_boc_sizing,short_vol 7.65%,"SVXY 7.65%, UVXY 0.00%",-159.64443965209648,11485.306300910146
2015-12-28,evrp_boc_sizing,short_vol 7.73%,"SVXY 7.73%, UVXY 0.00%",92.16597209913016,11577.472273009276
2015-12-29,evrp_boc_sizing,short_vol 7.87%,"SVXY 7.87%, UVXY 0.00%",164.58168942961493,11742.053962438891
